spotify_id,spotify_uri,album,name,popularity,release_date,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3Rwo3Td6i5sFSCt8TgOdtv,spotify:track:3Rwo3Td6i5sFSCt8TgOdtv,...And Justice for All (Remastered Deluxe Box Set),Guitar Solo (Live - Seattle '89),25,1988-09-07,15,0.169,0.952,2,-6.852,1,0.149,0.109,0.984,0.595,0.0394,125.995,396196,4
4UDYoVoQJpUPQAmWTrcPGF,spotify:track:4UDYoVoQJpUPQAmWTrcPGF,...And Justice for All (Remastered Deluxe Box Set),Battery (Live - Seattle '89),29,1988-09-07,16,0.242,0.993,8,-6.172,0,0.204,3.14e-05,0.225,0.738,0.0323,105.107,377922,4
0cXftlT0QFMtuxUGpohdru,spotify:track:0cXftlT0QFMtuxUGpohdru,...And Justice for All (Remastered Deluxe Box Set),Encore Jam (Live - Seattle '89),22,1988-09-07,17,0.336,0.985,11,-6.06,1,0.15,6.63e-05,0.197,0.988,0.0399,97.785,169193,4
6eM4XIIa25uRIOtP64hlxm,spotify:track:6eM4XIIa25uRIOtP64hlxm,...And Justice for All (Remastered Deluxe Box Set),Last Caress (Live - Seattle '89),27,1988-09-07,18,0.233,0.995,7,-5.929,1,0.131,0.000183,0.406,0.499,0.0542,104.853,114058,4
62wvEoiTmI3Y9aQ3i5PTxl,spotify:track:62wvEoiTmI3Y9aQ3i5PTxl,...And Justice for All (Remastered Deluxe Box Set),Am I Evil? (Live - Seattle '89),26,1988-09-07,19,0.325,0.992,9,-5.768,1,0.171,3.31e-05,0.0891,0.737,0.0763,83.923,249737,4
1MNAcG8x56GSD8CoQLpJHn,spotify:track:1MNAcG8x56GSD8CoQLpJHn,...And Justice for All (Remastered Deluxe Box Set),Whiplash (Live - Seattle '89),28,1988-09-07,20,0.119,0.993,8,-6.122,0,0.303,3.14e-05,0.336,0.996,0.0332,193.069,336602,4
5oL2xNJqy4VJeAQyklW0c7,spotify:track:5oL2xNJqy4VJeAQyklW0c7,...And Justice for All (Remastered Deluxe Box Set),Breadfan (Live - Seattle '89),24,1988-09-07,21,0.281,0.994,6,-6.152,0,0.179,5.23e-05,0.0954,0.967,0.0388,113.274,283565,4
25sikWHN0Lvx7TaNd6NhhE,spotify:track:25sikWHN0Lvx7TaNd6NhhE,...And Justice for All (Remastered Deluxe Box Set),"Blackened (1987, From James' Riff Tapes)",20,1988-09-07,1,0.11,0.423,1,-14.794,0,0.0349,0.0135,0.889,0.127,0.32,153.989,36016,4
4TnBQMREXn98wELdwvPJq3,spotify:track:4TnBQMREXn98wELdwvPJq3,...And Justice for All (Remastered Deluxe Box Set),"Blackened (1987, From James' Riff Tapes II)",18,1988-09-07,2,0.396,0.764,4,-15.07,1,0.052,0.534,0.0679,0.969,0.735,89.882,189228,4
4qKeWYFoa9KdXy2J1aGDBa,spotify:track:4qKeWYFoa9KdXy2J1aGDBa,...And Justice for All (Remastered Deluxe Box Set),"…And Justice for All (1987, From James' Riff Tapes)",16,1988-09-07,3,0.184,0.466,4,-17.089,1,0.0447,0.00741,0.938,0.0736,0.684,87.353,158791,1
4vnpxZu3MYMJRU7d4BpsOh,spotify:track:4vnpxZu3MYMJRU7d4BpsOh,...And Justice for All (Remastered Deluxe Box Set),"...And Justice for All (1988, From James' Riff Tapes)",15,1988-09-07,4,0.65,0.158,4,-18.694,0,0.0369,0.906,0.909,0.168,0.967,146.724,43661,4
1IiB7K0sa2Dtt0fJIVX9fU,spotify:track:1IiB7K0sa2Dtt0fJIVX9fU,...And Justice for All (Remastered Deluxe Box Set),"Eye of the Beholder (1987, From James' Riff Tapes)",16,1988-09-07,5,0.389,0.7,6,-14.827,0,0.0449,0.635,0.961,0.22,0.885,126.96,88530,4
4MCrpRtiXWdSWuih31zUf3,spotify:track:4MCrpRtiXWdSWuih31zUf3,...And Justice for All (Remastered Deluxe Box Set),"Eye of the Beholder (1987, From James' Riff Tapes II)",14,1988-09-07,6,0.297,0.339,2,-16.783,1,0.0443,0.0086,0.889,0.469,0.763,115.579,37689,4
09mTwA7SG7niAgLOGINqWc,spotify:track:09mTwA7SG7niAgLOGINqWc,...And Justice for All (Remastered Deluxe Box Set),"One (1987, From James' Riff Tapes)",18,1988-09-07,7,0.568,0.298,9,-18.813,0,0.0399,0.508,0.796,0.256,0.557,115.475,142623,3
2fMobAPdWPqx0tRjIaqjAf,spotify:track:2fMobAPdWPqx0tRjIaqjAf,...And Justice for All (Remastered Deluxe Box Set),"The Shortest Straw (1986, From James' Riff Tapes)",16,1988-09-07,8,0.408,0.649,7,-12.193,1,0.058,0.000138,0.873,0.288,0.419,129.054,106801,4
02d2xocLAJQBhseK4MYrr7,spotify:track:02d2xocLAJQBhseK4MYrr7,...And Justice for All (Remastered Deluxe Box Set),"The Shortest Straw (1986, From James' Riff Tapes II)",15,1988-09-07,9,0.213,0.572,11,-18.706,0,0.0745,0.0119,0.946,0.35,0.272,87.319,46828,5
6rhmXSvoTYzw2YdaIPP7UT,spotify:track:6rhmXSvoTYzw2YdaIPP7UT,...And Justice for All (Remastered Deluxe Box Set),"Harvester of Sorrow (1987, From James' Riff Tapes)",15,1988-09-07,10,0.251,0.353,11,-17.055,0,0.0443,0.0099,0.962,0.119,0.424,104.319,69703,5
2BNzfzeuBBs4Nv0PUo541R,spotify:track:2BNzfzeuBBs4Nv0PUo541R,...And Justice for All (Remastered Deluxe Box Set),"The Frayed Ends of Sanity (1987, From James' Riff Tapes)",15,1988-09-07,11,0.552,0.723,1,-15.787,1,0.0726,8.39e-05,0.517,0.223,0.337,100.236,99783,4
4nZ6dHZlR81qAaUO91YeZY,spotify:track:4nZ6dHZlR81qAaUO91YeZY,...And Justice for All (Remastered Deluxe Box Set),"To Live Is to Die (1986, From James' Riff Tapes)",17,1988-09-07,12,0.582,0.257,6,-16.509,0,0.0408,0.626,0.461,0.14,0.209,63.662,90993,4
53PWkcpIdnHPrJ8602Oe0b,spotify:track:53PWkcpIdnHPrJ8602Oe0b,...And Justice for All (Remastered Deluxe Box Set),"To Live Is to Die (1988, From James' Riff Tapes)",17,1988-09-07,13,0.616,0.159,4,-16.762,0,0.0376,0.92,0.779,0.125,0.319,113.591,57465,3
0ec6KGDDNvocX87KJWfFLE,spotify:track:0ec6KGDDNvocX87KJWfFLE,...And Justice for All (Remastered Deluxe Box Set),"Dyers Eve (1986, From James' Riff Tapes)",16,1988-09-07,14,0.346,0.521,0,-18.182,1,0.0685,0.061,0.931,0.418,0.108,92.398,71812,4
1l2HTjy1UKFGb2rBF3L6UJ,spotify:track:1l2HTjy1UKFGb2rBF3L6UJ,...And Justice for All (Remastered Deluxe Box Set),"Dyers Eve (1987, From James' Riff Tapes)",17,1988-09-07,15,0.205,0.834,11,-12.421,0,0.201,2.87e-05,0.855,0.417,0.483,181.741,365156,4
6qKJyyYafBmrsHK5VO9re6,spotify:track:6qKJyyYafBmrsHK5VO9re6,...And Justice for All (Remastered Deluxe Box Set),"Blackened (October 1987, Writing in Progress)",15,1988-09-07,16,0.463,0.861,9,-7.671,1,0.0317,0.00165,0.859,0.104,0.752,99.455,202988,4
6SS08ugZaaas3gpm4SUOxW,spotify:track:6SS08ugZaaas3gpm4SUOxW,...And Justice for All (Remastered Deluxe Box Set),"…And Justice for All (October 1987, Writing in Progress)",14,1988-09-07,17,0.492,0.971,3,-11.744,1,0.0341,0.65,0.98,0.305,0.695,102.958,58701,4
7A4BeCKeh4JQLm9HbN4Bat,spotify:track:7A4BeCKeh4JQLm9HbN4Bat,...And Justice for All (Remastered Deluxe Box Set),"…And Justice for All (October 1987, Writing in Progress II)",14,1988-09-07,18,0.508,0.949,8,-10.523,1,0.0481,0.48,0.792,0.209,0.826,173.726,87580,3
1ufh84wgvA7T0i0im0QlTC,spotify:track:1ufh84wgvA7T0i0im0QlTC,...And Justice for All (Remastered Deluxe Box Set),"One (October 1987, Writing in Progress)",15,1988-09-07,19,0.55,0.818,6,-9.201,0,0.0467,0.00482,0.852,0.107,0.796,56.953,69619,4
3oe0CvRzmcku7MNQGseT8w,spotify:track:3oe0CvRzmcku7MNQGseT8w,...And Justice for All (Remastered Deluxe Box Set),"The Shortest Straw (October 1987, Writing in Progress)",13,1988-09-07,20,0.412,0.953,0,-9.456,1,0.111,0.00182,0.87,0.138,0.216,147.515,51947,4
1gfgdNpsEc4esOtNIRMMZl,spotify:track:1gfgdNpsEc4esOtNIRMMZl,...And Justice for All (Remastered Deluxe Box Set),"…And Justice for All (November 1987, Writing in Progress)",14,1988-09-07,21,0.297,0.822,9,-8.866,1,0.043,0.000192,0.909,0.121,0.856,182.495,505487,3
2S5ersW8eOFbcwn4E5Ndj3,spotify:track:2S5ersW8eOFbcwn4E5Ndj3,...And Justice for All (Remastered Deluxe Box Set),"The Frayed Ends of Sanity (November 1987, Writing in Progress)",14,1988-09-07,22,0.519,0.803,11,-8.094,0,0.0404,0.000377,0.897,0.243,0.682,96.3,476568,4
181Qc3mS44uNFjuBORxVnL,spotify:track:181Qc3mS44uNFjuBORxVnL,...And Justice for All (Remastered Deluxe Box Set),"One (November 1987, Writing in Progress)",14,1988-09-07,23,0.587,0.555,7,-15.676,1,0.0443,0.0717,0.445,0.0658,0.419,97.461,137914,3
5NqIUCH0YKcplUkRhwghWr,spotify:track:5NqIUCH0YKcplUkRhwghWr,...And Justice for All (Remastered Deluxe Box Set),"Dyers Eve (November 1987, Writing in Progress)",13,1988-09-07,24,0.159,0.95,6,-8.651,0,0.0561,1.47e-05,0.863,0.413,0.855,182.883,342629,4
0WwCQlYHTHLifbE3LRUeOg,spotify:track:0WwCQlYHTHLifbE3LRUeOg,...And Justice for All (Remastered Deluxe Box Set),"Eye of the Beholder (November 1987, Writing in Progress)",13,1988-09-07,25,0.408,0.867,4,-8.257,0,0.0438,0.000296,0.884,0.335,0.655,121.499,411631,4
7KlwjfGBaw2XwjUYX2dduN,spotify:track:7KlwjfGBaw2XwjUYX2dduN,...And Justice for All (Remastered Deluxe Box Set),"To Live Is to Die (November 1987, Writing in Progress)",13,1988-09-07,26,0.519,0.577,11,-12.35,0,0.283,0.00517,0.228,0.159,0.687,59.81,55311,4
3EmZJM7YsIod6SlD2N8enN,spotify:track:3EmZJM7YsIod6SlD2N8enN,...And Justice for All (Remastered Deluxe Box Set),"The Shortest Straw (December 1987, Writing in Progress)",22,1988-09-07,27,0.294,0.934,6,-10.058,0,0.0416,0.0002,0.878,0.111,0.889,144.739,405910,4
2iRONkThAa5WzwP28juW5P,spotify:track:2iRONkThAa5WzwP28juW5P,...And Justice for All (Remastered Deluxe Box Set),"Harvester of Sorrow (December 1987, Writing in Progress)",13,1988-09-07,28,0.492,0.947,6,-6.979,0,0.0544,0.0107,0.917,0.368,0.495,97.544,321715,4
7kKLd7SAf9DV3YMCSNu1HF,spotify:track:7kKLd7SAf9DV3YMCSNu1HF,...And Justice for All (Remastered Deluxe Box Set),Blackened (November 1987 Demo),14,1988-09-07,1,0.309,0.847,9,-10.206,1,0.0715,0.00104,0.822,0.151,0.751,135.798,358072,4
2BD3NE8P14egpc5oBpo7cR,spotify:track:2BD3NE8P14egpc5oBpo7cR,...And Justice for All (Remastered Deluxe Box Set),…And Justice for All (November 1987 Demo),13,1988-09-07,2,0.241,0.851,9,-10.74,1,0.0532,0.000218,0.883,0.151,0.874,181.268,498184,3
0TLTfXtjf7tJMPr9GvOaPf,spotify:track:0TLTfXtjf7tJMPr9GvOaPf,...And Justice for All (Remastered Deluxe Box Set),Eye of the Beholder (November 1987 Demo),12,1988-09-07,3,0.367,0.83,11,-10.773,0,0.0714,0.000541,0.824,0.313,0.672,124.686,390248,4
3VmmzjqmUM9Q9fTmrLEwAS,spotify:track:3VmmzjqmUM9Q9fTmrLEwAS,...And Justice for All (Remastered Deluxe Box Set),One (November 1987 Demo),16,1988-09-07,4,0.381,0.695,7,-10.332,1,0.0588,0.00106,0.735,0.225,0.619,103.947,427945,4
6LF4Qsm6kXk8n6rfgDjxEn,spotify:track:6LF4Qsm6kXk8n6rfgDjxEn,...And Justice for All (Remastered Deluxe Box Set),The Frayed Ends of Sanity (November 1987 Demo),12,1988-09-07,5,0.437,0.817,11,-10.301,0,0.058,0.000149,0.834,0.267,0.839,95.17,457738,4
1qpGFa1qWTG47rsHa56pE4,spotify:track:1qpGFa1qWTG47rsHa56pE4,...And Justice for All (Remastered Deluxe Box Set),Eye of the Beholder (January 1988 Demo),12,1988-09-07,6,0.528,0.921,11,-9.179,0,0.107,0.000106,0.828,0.133,0.535,122.735,392777,4
3ZieN2els8o0fhIqj9VJFH,spotify:track:3ZieN2els8o0fhIqj9VJFH,...And Justice for All (Remastered Deluxe Box Set),The Shortest Straw (January 1988 Demo),12,1988-09-07,7,0.356,0.931,2,-8.145,1,0.166,0.000364,0.853,0.123,0.512,142.895,407807,4
1RacHT9skJVhhjsgN9AX4w,spotify:track:1RacHT9skJVhhjsgN9AX4w,...And Justice for All (Remastered Deluxe Box Set),Harvester of Sorrow (January 1988 Demo),12,1988-09-07,8,0.502,0.886,0,-8.583,1,0.0559,0.000199,0.866,0.146,0.738,94.12,350875,4
7gNUtCH6AEquldLoyHChD4,spotify:track:7gNUtCH6AEquldLoyHChD4,...And Justice for All (Remastered Deluxe Box Set),Dyers Eve (January 1988 Demo),13,1988-09-07,9,0.263,0.93,11,-8.49,0,0.129,1.01e-05,0.842,0.121,0.647,180.286,361162,4
1sP2tceIeTjxxOTmTVuHmS,spotify:track:1sP2tceIeTjxxOTmTVuHmS,...And Justice for All (Remastered Deluxe Box Set),To Live Is to Die (January 1988 Demo),13,1988-09-07,10,0.429,0.67,4,-9.861,0,0.0541,0.00977,0.749,0.115,0.398,103.533,604524,4
3Va8t2kZ6D3ZmlTXkpStFI,spotify:track:3Va8t2kZ6D3ZmlTXkpStFI,...And Justice for All (Remastered Deluxe Box Set),Blackened (Work in Progress Rough Mix),17,1988-09-07,1,0.438,0.858,4,-7.235,0,0.0653,0.000197,0.0106,0.356,0.707,130.293,361509,4
4B8y4AOBPflnUk743kvUXL,spotify:track:4B8y4AOBPflnUk743kvUXL,...And Justice for All (Remastered Deluxe Box Set),…And Justice for All (Work in Progress Rough Mix),14,1988-09-07,2,0.308,0.739,9,-9.911,1,0.0618,0.00056,0.39,0.0818,0.649,173.008,589577,4
2xJYvf3QauwxvB5Y8o4zha,spotify:track:2xJYvf3QauwxvB5Y8o4zha,...And Justice for All (Remastered Deluxe Box Set),Eye of the Beholder (Work in Progress Rough Mix),14,1988-09-07,3,0.615,0.795,11,-7.885,1,0.0327,0.00165,0.0281,0.0641,0.666,122.611,392085,4
7HlcL8DSxtlLWgz8GvP1Jz,spotify:track:7HlcL8DSxtlLWgz8GvP1Jz,...And Justice for All (Remastered Deluxe Box Set),One (Work in Progress Rough Mix),18,1988-09-07,4,0.444,0.84,7,-8.145,1,0.043,0.000208,0.111,0.157,0.576,109.063,433847,4
6zqdtJlwBMBX0sRgVjMPRO,spotify:track:6zqdtJlwBMBX0sRgVjMPRO,...And Justice for All (Remastered Deluxe Box Set),The Shortest Straw (Work in Progress Rough Mix),13,1988-09-07,5,0.461,0.846,9,-7.13,0,0.071,0.000445,0.306,0.0573,0.78,143.313,399131,4
3QtoR10NmvjHZAmePdphLS,spotify:track:3QtoR10NmvjHZAmePdphLS,...And Justice for All (Remastered Deluxe Box Set),Harvester of Sorrow (Work in Progress Rough Mix),15,1988-09-07,6,0.631,0.849,11,-8.525,1,0.0623,0.00135,0.0972,0.263,0.588,93.585,347687,4
1kD0lOkcDweKFXE7B6XLFW,spotify:track:1kD0lOkcDweKFXE7B6XLFW,...And Justice for All (Remastered Deluxe Box Set),The Frayed Ends of Sanity (Work in Progress Rough Mix),14,1988-09-07,7,0.409,0.8,4,-10.189,0,0.0431,6.27e-05,0.89,0.115,0.881,94.47,462382,4
7yePwpi47sscMuAE6LrEls,spotify:track:7yePwpi47sscMuAE6LrEls,...And Justice for All (Remastered Deluxe Box Set),To Live Is to Die (Acoustic Intro) (Work in Progress Rough Mix),22,1988-09-07,8,0.926,0.113,4,-17.767,0,0.073,0.831,0.706,0.162,0.445,108.653,159614,4
7ko7OXln9cU3OvszoNqZgn,spotify:track:7ko7OXln9cU3OvszoNqZgn,...And Justice for All (Remastered Deluxe Box Set),To Live Is to Die (Work in Progress Rough Mix),14,1988-09-07,9,0.446,0.506,11,-11.402,0,0.0329,5.91e-05,0.882,0.0948,0.457,102.916,536760,4
1WuMyIilkzTXwM3YPh2u60,spotify:track:1WuMyIilkzTXwM3YPh2u60,...And Justice for All (Remastered Deluxe Box Set),Dyers Eve (Work in Progress Rough Mix),13,1988-09-07,10,0.489,0.787,11,-7.6,1,0.0407,0.000101,0.0253,0.165,0.751,96.162,323864,4
5AcEzdU2LKAfzOmOYQZU7q,spotify:track:5AcEzdU2LKAfzOmOYQZU7q,...And Justice for All (Remastered Deluxe Box Set),Breadfan (Work in Progress Rough Mix),13,1988-09-07,11,0.374,0.932,0,-8.163,1,0.0631,0.000233,0.899,0.24,0.185,101.951,337960,4
0WQJZvGUXsArs7vRySmrmf,spotify:track:0WQJZvGUXsArs7vRySmrmf,...And Justice for All (Remastered Deluxe Box Set),The Prince (Work in Progress Rough Mix),11,1988-09-07,12,0.191,0.998,10,-7.593,0,0.0604,1.44e-05,0.885,0.331,0.243,163.952,265704,4
58YsUDogU4MPFGrkMjVuvY,spotify:track:58YsUDogU4MPFGrkMjVuvY,...And Justice for All (Remastered Deluxe Box Set),"Creeping Death (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",12,1988-09-07,1,0.297,0.947,9,-9.14,1,0.134,0.00874,0.0142,0.372,0.185,112.965,414593,4
0NOuP15fxAGJfL5Iz3LOpB,spotify:track:0NOuP15fxAGJfL5Iz3LOpB,...And Justice for All (Remastered Deluxe Box Set),"For Whom the Bell Tolls (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",12,1988-09-07,2,0.325,0.934,11,-8.926,0,0.146,0.022,0.00321,0.614,0.328,135.066,272873,4
6llo1KlneTqVfGsngnND2A,spotify:track:6llo1KlneTqVfGsngnND2A,...And Justice for All (Remastered Deluxe Box Set),"Welcome Home (Sanitarium) (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",12,1988-09-07,3,0.299,0.841,9,-10.621,1,0.0957,0.0283,6.4e-05,0.907,0.327,107.7,419805,4
3b5eGujPY26e0S8EBvpjnO,spotify:track:3b5eGujPY26e0S8EBvpjnO,...And Justice for All (Remastered Deluxe Box Set),"The Four Horsemen (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",11,1988-09-07,4,0.31,0.92,0,-10.21,1,0.118,0.0657,7.49e-05,0.731,0.212,114.253,349684,4
4aGtJBTbtl6PJymvUhMS13,spotify:track:4aGtJBTbtl6PJymvUhMS13,...And Justice for All (Remastered Deluxe Box Set),"Whiplash (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",11,1988-09-07,5,0.193,0.928,6,-10.055,0,0.124,0.0283,0.000468,0.932,0.211,175.135,258961,4
4vfbyg9abibqIQXCso2rm0,spotify:track:4vfbyg9abibqIQXCso2rm0,...And Justice for All (Remastered Deluxe Box Set),"Fade to Black (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",12,1988-09-07,6,0.294,0.857,11,-10.15,0,0.0914,0.00709,0.00145,0.953,0.353,115.868,440783,4
2V3PzFqJSycqiyHH0nSzno,spotify:track:2V3PzFqJSycqiyHH0nSzno,...And Justice for All (Remastered Deluxe Box Set),"Seek & Destroy (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",10,1988-09-07,7,0.245,0.912,0,-9.769,1,0.104,0.198,0.000112,0.892,0.54,153.279,438764,4
1nnEuYOjzG7IIBtvFBEoQh,spotify:track:1nnEuYOjzG7IIBtvFBEoQh,...And Justice for All (Remastered Deluxe Box Set),"Master of Puppets (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",11,1988-09-07,8,0.29,0.928,4,-8.415,0,0.0799,0.0703,0.000217,0.785,0.414,109.298,540911,4
7Ga3ku9PsmsceSSzUgRWSy,spotify:track:7Ga3ku9PsmsceSSzUgRWSy,...And Justice for All (Remastered Deluxe Box Set),"Encore Jam (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",10,1988-09-07,9,0.428,0.678,5,-14.286,0,0.129,0.0196,0.913,0.686,0.173,124.092,86599,4
28KcUEXOlda995SNjqqyqS,spotify:track:28KcUEXOlda995SNjqqyqS,...And Justice for All (Remastered Deluxe Box Set),"Last Caress (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",11,1988-09-07,10,0.432,0.881,0,-6.976,1,0.0516,0.264,0.0,0.929,0.586,102.399,81572,4
4g287YEmomsKTTTgf1dm0S,spotify:track:4g287YEmomsKTTTgf1dm0S,...And Justice for All (Remastered Deluxe Box Set),"Am I Evil? (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",11,1988-09-07,11,0.221,0.9,5,-8.028,1,0.106,0.127,0.00217,0.251,0.479,84.813,224850,4
32ap8aTScEtfLPAZaO3xYw,spotify:track:32ap8aTScEtfLPAZaO3xYw,...And Justice for All (Remastered Deluxe Box Set),"Battery (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",11,1988-09-07,12,0.254,0.964,4,-8.088,1,0.0978,0.0125,0.00116,0.687,0.204,98.922,315870,4
5cSaEpOdjsyrMwWWC22XtK,spotify:track:5cSaEpOdjsyrMwWWC22XtK,...And Justice for All (Remastered Deluxe Box Set),"Encore Jam #2 (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",13,1988-09-07,13,0.259,0.825,11,-9.484,0,0.0704,0.139,0.00599,0.961,0.506,94.219,64892,4
0anSEwAMQO6fE9BdpRQ82n,spotify:track:0anSEwAMQO6fE9BdpRQ82n,...And Justice for All (Remastered Deluxe Box Set),"Harvester of Sorrow (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",11,1988-09-07,14,0.411,0.864,6,-8.671,0,0.106,0.175,0.000905,0.843,0.367,100.728,407681,4
0vzPWHo4MVqOidqlg6StXr,spotify:track:0vzPWHo4MVqOidqlg6StXr,...And Justice for All (Remastered Deluxe Box Set),"Leper Messiah (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",11,1988-09-07,15,0.294,0.89,11,-8.347,0,0.154,0.0753,0.00448,0.614,0.528,142.68,335345,4
5mHGws3uoQW0eXwaGL2Cei,spotify:track:5mHGws3uoQW0eXwaGL2Cei,...And Justice for All (Remastered Deluxe Box Set),"Blitzkrieg (Live at The Troubadour, West Hollywood, CA - May 24th, 1988)",12,1988-09-07,16,0.274,0.904,0,-9.845,1,0.108,0.0231,0.0868,0.954,0.223,105.132,338880,4
3Sb6LD52wTQaFKmc3UHmZG,spotify:track:3Sb6LD52wTQaFKmc3UHmZG,...And Justice for All (Remastered Deluxe Box Set),Breadfan (Remastered),39,1988-09-07,17,0.371,0.856,0,-10.183,1,0.0699,0.000254,0.136,0.606,0.22,122.657,343780,4
26Kt8CL25STePFtr4Y3CEY,spotify:track:26Kt8CL25STePFtr4Y3CEY,...And Justice for All (Remastered Deluxe Box Set),The Prince (Remastered),29,1988-09-07,18,0.264,0.916,9,-8.932,0,0.0899,3.63e-05,0.0398,0.0968,0.601,164.168,266312,4
23AhyRfwoiNvXEv6kMFRw0,spotify:track:23AhyRfwoiNvXEv6kMFRw0,...And Justice for All (Remastered Deluxe Box Set),"For Whom the Bell Tolls (Live at Reunion Arena, Dallas, TX - February 5th, 1989)",14,1988-09-07,19,0.292,0.969,9,-8.192,1,0.075,0.000275,0.0364,0.138,0.162,139.411,287337,4
3xurQUXcRsvAjQ173WztS2,spotify:track:3xurQUXcRsvAjQ173WztS2,...And Justice for All (Remastered Deluxe Box Set),"Welcome Home (Sanitarium) (Live at Reunion Arena, Dallas, TX - February 5th, 1989)",13,1988-09-07,20,0.311,0.956,9,-7.993,1,0.0906,5.85e-05,0.0836,0.98,0.234,119.38,366433,4
6BkP9p89AHzCkhmtGkNZcO,spotify:track:6BkP9p89AHzCkhmtGkNZcO,...And Justice for All (Remastered Deluxe Box Set),"Seek & Destroy (Live at Reunion Arena, Dallas, TX - February 5th, 1989)",12,1988-09-07,21,0.279,0.974,9,-9.025,0,0.15,0.000396,0.0576,0.995,0.144,153.456,523039,4
79foLNOD4wnN3Ho7bzDQjl,spotify:track:79foLNOD4wnN3Ho7bzDQjl,...And Justice for All (Remastered Deluxe Box Set),"Creeping Death (Live at Reunion Arena, Dallas, TX - February 5th, 1989)",12,1988-09-07,22,0.313,0.985,9,-8.017,1,0.075,2.52e-05,0.239,0.365,0.0812,119.114,490556,4
4jY3Ljc9QhbvipDXl3V6Nd,spotify:track:4jY3Ljc9QhbvipDXl3V6Nd,...And Justice for All (Remastered Deluxe Box Set),"Harvester of Sorrow (Live at Seattle Coliseum, Seattle, WA - August 29th, 1989)",12,1988-09-07,23,0.352,0.881,9,-10.466,1,0.0529,0.135,0.00259,0.415,0.252,97.62,379006,4
5Io2bjJ6t7HUINqZHYYg8P,spotify:track:5Io2bjJ6t7HUINqZHYYg8P,...And Justice for All (Remastered Deluxe Box Set),"One (Live at Seattle Coliseum, Seattle, WA - August 29th, 1989)",11,1988-09-07,24,0.381,0.901,0,-10.633,1,0.0564,0.0245,0.0183,0.364,0.419,120.505,432166,4
5xug5TFKUOzNnbqiZA7aVm,spotify:track:5xug5TFKUOzNnbqiZA7aVm,...And Justice for All (Remastered Deluxe Box Set),"Breadfan (Live at Seattle Coliseum, Seattle, WA - August 30th, 1989)",11,1988-09-07,25,0.276,0.931,9,-10.598,1,0.083,0.00867,0.000189,0.672,0.152,111.663,256665,4
5yrDZBgG6GHKzqyPRt9Z0X,spotify:track:5yrDZBgG6GHKzqyPRt9Z0X,...And Justice for All (Remastered Deluxe Box Set),"Last Caress (Live at Seattle Coliseum, Seattle, WA - August 30th, 1989)",10,1988-09-07,26,0.345,0.953,0,-10.226,1,0.0544,0.036,0.0,0.379,0.504,104.223,99888,4
2T0OK4vf41OD9PCxSVPetJ,spotify:track:2T0OK4vf41OD9PCxSVPetJ,...And Justice for All (Remastered Deluxe Box Set),"Welcome Home (Sanitarium) (Live at Hammersmith Odeon, London, England - October 10th, 1988)",12,1988-09-07,1,0.331,0.845,4,-10.508,0,0.0713,0.00273,0.549,0.991,0.237,120.078,387219,4
6otMXv4vSMOJCkAY0SDhQa,spotify:track:6otMXv4vSMOJCkAY0SDhQa,...And Justice for All (Remastered Deluxe Box Set),"The Four Horsemen (Live at Hammersmith Odeon, London, England - October 10th, 1988)",10,1988-09-07,2,0.387,0.87,0,-10.594,1,0.0938,0.0002,0.0136,0.684,0.242,115.702,314477,4
3Va1l5PH1nEKB1rNJzBTj8,spotify:track:3Va1l5PH1nEKB1rNJzBTj8,...And Justice for All (Remastered Deluxe Box Set),"Harvester of Sorrow (Live at Hammersmith Odeon, London, England - October 10th, 1988)",10,1988-09-07,3,0.413,0.864,0,-9.847,1,0.0423,0.00378,0.255,0.738,0.344,102.407,320299,4
3s7av8jv896jU9Iw74j6uX,spotify:track:3s7av8jv896jU9Iw74j6uX,...And Justice for All (Remastered Deluxe Box Set),"Eye of the Beholder (Live at Hammersmith Odeon, London, England - October 10th, 1988)",32,1988-09-07,4,0.391,0.836,4,-9.322,0,0.0476,0.00973,0.0971,0.773,0.32,127.413,364982,4
78RrZgVtVANA43bmpFMZJD,spotify:track:78RrZgVtVANA43bmpFMZJD,...And Justice for All (Remastered Deluxe Box Set),"Bass Solo (Live at Hammersmith Odeon, London, England - October 10th, 1988)",10,1988-09-07,5,0.237,0.233,9,-19.567,0,0.0558,0.434,0.784,0.764,0.122,184.956,406268,3
